text,title,artist
俺 の まま で Bling し て Bang し て Bang する 為 に Born し て 来 た ニッポン,Bling-Bang-Bang-Born,Creepy Nuts
鏡 よ 鏡 答え ちゃっ て,Bling-Bang-Bang-Born,Creepy Nuts
Who ' s the best ？ I ' m the best ！ Oh yeah,Bling-Bang-Bang-Born,Creepy Nuts
生身 の まま 行ける とこ まで,Bling-Bang-Bang-Born,Creepy Nuts
"To the next , To the 1 番 上",Bling-Bang-Bang-Born,Creepy Nuts
now singin ',Bling-Bang-Bang-Born,Creepy Nuts
"Bling - Bang - Bang , Bling - Bang - Bang , Bling - Bang - BangBorn …",Bling-Bang-Bang-Born,Creepy Nuts
"Bling - Bang - Bang , Bling - Bang - Bang , Bling - Bang - BangBorn …",Bling-Bang-Bang-Born,Creepy Nuts
"Bling - Bang - Bang , Bling - Bang - Bang , Bling - Bang - BangBorn …",Bling-Bang-Bang-Born,Creepy Nuts
"To the next , To the 1 番 上",Bling-Bang-Bang-Born,Creepy Nuts
Eyday 俺 の まま で 居る だけ で 超 flex,Bling-Bang-Bang-Born,Creepy Nuts
Eyday 誰 も 口 を 挟め ない ( don ' t test ),Bling-Bang-Bang-Born,Creepy Nuts
Eyday 俺 の まま で 居る だけ で 超 flex,Bling-Bang-Bang-Born,Creepy Nuts
Eyday 誰 も 口 を 挟ま せ ない ( don ' t test ),Bling-Bang-Bang-Born,Creepy Nuts
ダンダダンダンダダンダンダダンダンダダン …,オトノケ,Creepy Nuts
諦め の 悪い 輩,オトノケ,Creepy Nuts
アンタ ら なんか じゃ 束 なっ て も 敵 わん,オトノケ,Creepy Nuts
くわ ば らく わ ばら くわ ばら 目 に も 止まら ん 速 さ,オトノケ,Creepy Nuts
くたばら ん 黙ら ん 下 がらん 押し通す 我儘,オトノケ,Creepy Nuts
そこ どき な 邪魔 だ 俺 は もう 1 人 の 貴方,オトノケ,Creepy Nuts
貞 ちゃん 伽 椰 ちゃん わんさ か 黄泉 の 国 wonderland,オトノケ,Creepy Nuts
御 祈祷 中 に 何 だ が 4 時 44 分 まわっ たら,オトノケ,Creepy Nuts
四 尺 四 寸 四 分 様 が カミナッチャ bang around,オトノケ,Creepy Nuts
呼ぶ 声 が し た ん なら 文字通り お 憑かれ さま やん …,オトノケ,Creepy Nuts
ハイレタハイレタハイレタハイレタハイレタ,オトノケ,Creepy Nuts
必死 で 這い 出 た 先 で 霧 は 晴れ た,オトノケ,Creepy Nuts
デコ と ボコ が 上手く 噛み合っ たら,オトノケ,Creepy Nuts
痛み が 重なっ たら,オトノケ,Creepy Nuts
ココロカラダアタマ,オトノケ,Creepy Nuts
みなぎっ て ゆく 何 だ か,オトノケ,Creepy Nuts
背中 に 今 羽 が 生え た なら ば,オトノケ,Creepy Nuts
暗闇 から おさらば,オトノケ,Creepy Nuts
飛び立っ て いく 彼方,オトノケ,Creepy Nuts
ココロカラダアタマ,オトノケ,Creepy Nuts
懐かしい 暖か さ,オトノケ,Creepy Nuts
足元 に 今 花 が 咲い た なら ば,オトノケ,Creepy Nuts
暗闇 から おさらば,オトノケ,Creepy Nuts
飛び立っ て いく 彼方,オトノケ,Creepy Nuts
何 度 だって 生きる,オトノケ,Creepy Nuts
お前 や 君 の 中,オトノケ,Creepy Nuts
瞼 の 裏 や 耳 の 中,オトノケ,Creepy Nuts
胸 の 奥 に 居着い てる メロディー 、 リズム に,オトノケ,Creepy Nuts
ダンダダンダンダダンダンダダンダンダダン …,オトノケ,Creepy Nuts
今日 も 賽の河原 ど 真ん中,オトノケ,Creepy Nuts
積み上げ て く top of top,オトノケ,Creepy Nuts
鬼 と チャン バラ,オトノケ,Creepy Nuts
the lyrical chainsaw massacre,オトノケ,Creepy Nuts
渡る 大 海原,オトノケ,Creepy Nuts
鼻歌 singin ' sha - la - la,オトノケ,Creepy Nuts
祓い たい の なら 末代 まで の 札束 ( okay ？),オトノケ,Creepy Nuts
誰 が 開い た か 禁 ( パン ) 后 ( ドラ ) 後 は 何 が あっ て も 知ら ん が な,オトノケ,Creepy Nuts
何 百 年 待っ た か 超 久しぶり の 娑婆 だ,オトノケ,Creepy Nuts
ガキ や 若葉,オトノケ,Creepy Nuts
まだ コッチ 来ん じゃ ねー よ バカ が,オトノケ,Creepy Nuts
今 確か に 目 が 合っ た な,オトノケ,Creepy Nuts
こ ー ゆ ー こと か よ … シャマラン …,オトノケ,Creepy Nuts
ハイレタハイレタハイレタハイレタハイレタ,オトノケ,Creepy Nuts
眠り 飽き た 先 で 君 が 待っ て た,オトノケ,Creepy Nuts
盾 と 矛 が 肩 を 抱き合っ たら,オトノケ,Creepy Nuts
怒り が 消え去っ たら,オトノケ,Creepy Nuts
ココロカラダアタマ,オトノケ,Creepy Nuts
みなぎっ て ゆく 何 だ か,オトノケ,Creepy Nuts
背中 に 今 羽 が 生え た なら ば,オトノケ,Creepy Nuts
暗闇 から おさらば,オトノケ,Creepy Nuts
飛び立っ て いく 彼方,オトノケ,Creepy Nuts
ココロカラダアタマ,オトノケ,Creepy Nuts
懐かしい 暖か さ,オトノケ,Creepy Nuts
足元 に 今 花 が 咲い た なら ば,オトノケ,Creepy Nuts
暗闇 から おさらば,オトノケ,Creepy Nuts
飛び立っ て いく 彼方,オトノケ,Creepy Nuts
何 度 だって 生きる,オトノケ,Creepy Nuts
お前 や 君 の 中,オトノケ,Creepy Nuts
瞼 の 裏 や 耳 の 中,オトノケ,Creepy Nuts
胸 の 奥 に 居着い てる メロディー 、 リズム に,オトノケ,Creepy Nuts
ダンダダンダンダダンダンダダンダンダダン …,オトノケ,Creepy Nuts
夜 に 浮かん で い た,ただ君に晴れ,ヨルシカ
海月 の よう な 月 が 爆ぜ た,ただ君に晴れ,ヨルシカ
バス停 の 背 を 覗け ば,ただ君に晴れ,ヨルシカ
あの 夏 の 君 が 頭 に いる,ただ君に晴れ,ヨルシカ
だけ,ただ君に晴れ,ヨルシカ
鳥居 乾い た 雲 夏 の 匂い が 頬 を 撫でる,ただ君に晴れ,ヨルシカ
大人 に なる まで ほら 、 背伸び し た まま で,ただ君に晴れ,ヨルシカ
遊び 疲れ たら バス停 裏 で 空 でも 見よ う,ただ君に晴れ,ヨルシカ
じき に 夏 が 暮れ て も,ただ君に晴れ,ヨルシカ
きっと きっと 覚え てる から,ただ君に晴れ,ヨルシカ
追いつけ ない まま 大人 に なっ て,ただ君に晴れ,ヨルシカ
君 の ポケット に 夜 が 咲く,ただ君に晴れ,ヨルシカ
口 に 出せ ない なら 僕 は 一 人 だ,ただ君に晴れ,ヨルシカ
それで いい から もう 諦め てる,ただ君に晴れ,ヨルシカ
だけ,ただ君に晴れ,ヨルシカ
夏 日 乾い た 雲 山桜 桃 梅 錆び た 標識,ただ君に晴れ,ヨルシカ
記憶 の 中 は いつも 夏 の 匂い が する,ただ君に晴れ,ヨルシカ
写真 なんて 紙切れ だ,ただ君に晴れ,ヨルシカ
思い出 なんて ただ の 塵 だ,ただ君に晴れ,ヨルシカ
それ が わから ない から 、 口 を 噤ん だ まま,ただ君に晴れ,ヨルシカ
絶えず 君 の いこ ふ 記憶 に 夏野 の 石 一つ,ただ君に晴れ,ヨルシカ
俯い た まま 大人 に なっ て,ただ君に晴れ,ヨルシカ
追いつけ ない ただ 君 に 晴れ,ただ君に晴れ,ヨルシカ
口 に 出せ ない まま 坂 を 上っ た,ただ君に晴れ,ヨルシカ
僕ら の 影 に 夜 が 咲い て いく,ただ君に晴れ,ヨルシカ
俯い た まま 大人 に なっ た,ただ君に晴れ,ヨルシカ
君 が 思う まま 手 を 叩け,ただ君に晴れ,ヨルシカ
陽 の 落ちる 坂道 を 上っ て,ただ君に晴れ,ヨルシカ
僕ら の 影 は,ただ君に晴れ,ヨルシカ
追いつけ ない まま 大人 に なっ て,ただ君に晴れ,ヨルシカ
君 の ポケット に 夜 が 咲く,ただ君に晴れ,ヨルシカ
口 に 出せ なく て も 僕ら 一つ だ,ただ君に晴れ,ヨルシカ
それで いい だろ 、 もう,ただ君に晴れ,ヨルシカ
君 の 想い出 を 噛み締め てる だけ,ただ君に晴れ,ヨルシカ
考え た って わから ない し,だから僕は音楽を辞めた,ヨルシカ
青空 の 下 、 君 を 待っ た,だから僕は音楽を辞めた,ヨルシカ
風 が 吹い た 正午 、 昼下がり を 抜け出す 想像,だから僕は音楽を辞めた,ヨルシカ
ねぇ 、 これから どう なる ん だろ う ね,だから僕は音楽を辞めた,ヨルシカ
進め方 教わら ない ん だ よ,だから僕は音楽を辞めた,ヨルシカ
君 の 目 を 見 た 何 も 言え ず 僕 は 歩い た,だから僕は音楽を辞めた,ヨルシカ
考え た って わから ない し,だから僕は音楽を辞めた,ヨルシカ
青春 なんて つまらない し,だから僕は音楽を辞めた,ヨルシカ
辞め た 筈 の ピアノ 、 机 を 弾く 癖 が 抜け ない,だから僕は音楽を辞めた,ヨルシカ
ねぇ 、 将来 何 し てる だろ う ね,だから僕は音楽を辞めた,ヨルシカ
音楽 は し て ない と いい ね,だから僕は音楽を辞めた,ヨルシカ
困ら ない で よ,だから僕は音楽を辞めた,ヨルシカ
心 の 中 に 一つ 線 を 引い て も,だから僕は音楽を辞めた,ヨルシカ
どうしても 消え なかっ た 今更 な ん だ から,だから僕は音楽を辞めた,ヨルシカ
なぁ 、 もう 思い出す な,だから僕は音楽を辞めた,ヨルシカ
間違っ てる ん だ よ,だから僕は音楽を辞めた,ヨルシカ
わかっ て ない よ 、 あん たら 人間 も,だから僕は音楽を辞めた,ヨルシカ
本当 も 愛 も 世界 も 苦し さ も 人生 も どう でも いい よ,だから僕は音楽を辞めた,ヨルシカ
正しい か どうか 知り たい の だって 防衛 本能 だ,だから僕は音楽を辞めた,ヨルシカ
考え た ん だ あんた の せい だ,だから僕は音楽を辞めた,ヨルシカ
考え た って わから ない が 、 本当に 年老い たく ない ん だ,だから僕は音楽を辞めた,ヨルシカ
いつか 死ん だら って 思う だけ で 胸 が 空っぽ に なる ん だ,だから僕は音楽を辞めた,ヨルシカ
将来 何 し てる だろ う って,だから僕は音楽を辞めた,ヨルシカ
大人 に なっ たら わかっ た よ,だから僕は音楽を辞めた,ヨルシカ
何 も し て ない さ,だから僕は音楽を辞めた,ヨルシカ
幸せ な 顔 し た 人 が 憎い の は どう 割り切っ たら いい ん だ,だから僕は音楽を辞めた,ヨルシカ
満たさ れ ない 頭 の 奥 の 化け物 みたい な 劣等 感,だから僕は音楽を辞めた,ヨルシカ
間違っ て ない よ,だから僕は音楽を辞めた,ヨルシカ
なぁ 、 何だかんだ あん たら 人間 だ,だから僕は音楽を辞めた,ヨルシカ
愛 も 救い も 優し さ も 根拠 が ない なんて 気味が悪い よ,だから僕は音楽を辞めた,ヨルシカ
ラブソング なんか が 痛い の だって 防衛 本能 だ,だから僕は音楽を辞めた,ヨルシカ
どう でも いい か あんた の せい だ,だから僕は音楽を辞めた,ヨルシカ
考え た って わから ない し,だから僕は音楽を辞めた,ヨルシカ
生き てる だけ でも 苦しい し,だから僕は音楽を辞めた,ヨルシカ
音楽 とか 儲から ない し,だから僕は音楽を辞めた,ヨルシカ
歌詞 とか 適当 でも いい よ,だから僕は音楽を辞めた,ヨルシカ
どう でも いい ん だ,だから僕は音楽を辞めた,ヨルシカ
間違っ て ない だろ,だから僕は音楽を辞めた,ヨルシカ
間違っ て ない よ な,だから僕は音楽を辞めた,ヨルシカ
間違っ てる ん だ よ わかっ てる ん だ,だから僕は音楽を辞めた,ヨルシカ
あん たら 人間 も,だから僕は音楽を辞めた,ヨルシカ
本当 も 愛 も 救い も 優し さ も 人生 も どう でも いい ん だ,だから僕は音楽を辞めた,ヨルシカ
正しい 答え が 言え ない の だって 防衛 本能 だ,だから僕は音楽を辞めた,ヨルシカ
どう でも いい や あんた の せい だ,だから僕は音楽を辞めた,ヨルシカ
僕 だって 信念 が あっ た,だから僕は音楽を辞めた,ヨルシカ
今 じゃ 塵 みたい な 想い だ,だから僕は音楽を辞めた,ヨルシカ
何 度 でも 君 を 書い た,だから僕は音楽を辞めた,ヨルシカ
売れる こと こそ が どう で も よかっ た ん だ,だから僕は音楽を辞めた,ヨルシカ
本当 だ 本当 な ん だ 昔 は そう だっ た,だから僕は音楽を辞めた,ヨルシカ
だから 僕 は 音楽 を 辞め た,だから僕は音楽を辞めた,ヨルシカ
もう 忘れ て しまっ た か な,花に亡霊,ヨルシカ
夏 の 木陰 に 座っ た まま 、 氷菓 を 口 に 放り込ん で 風 を 待っ て い た,花に亡霊,ヨルシカ
もう 忘れ て しまっ た か な 世の中 の 全部 嘘 だらけ,花に亡霊,ヨルシカ
本当 の 価値 を 二 人 で 探し に 行こ う と 笑っ た こと,花に亡霊,ヨルシカ
忘れ ない よう に 色褪せ ない よう に,花に亡霊,ヨルシカ
形 に 残る もの が 全て じゃ ない よう に,花に亡霊,ヨルシカ
言葉 を もっと 教え て 夏 が 来る って 教え て,花に亡霊,ヨルシカ
僕 は 描い てる 眼 に 映っ た の は 夏 の 亡霊 だ,花に亡霊,ヨルシカ
風 に スカート が 揺れ て 想い出 なんて 忘れ て,花に亡霊,ヨルシカ
浅い 呼吸 を する 、 汗 を 拭っ て 夏めく,花に亡霊,ヨルシカ
もう 忘れ て しまっ た か な,花に亡霊,ヨルシカ
夏 の 木陰 に 座っ た 頃 、 遠く の 丘 から 顔出し た 雲 が あっ た じゃ ない か,花に亡霊,ヨルシカ
君 は それ を 掴も う として 、 馬鹿 みたい に 空 を 切っ た 手 で,花に亡霊,ヨルシカ
僕 は 紙 に 雲 一つ を 書い て 、 笑っ て 握っ て 見せ て,花に亡霊,ヨルシカ
忘れ ない よう に,花に亡霊,ヨルシカ
色褪せ ない よう に,花に亡霊,ヨルシカ
歴史 に 残る もの が 全て じゃ ない から,花に亡霊,ヨルシカ
今 だけ 顔 も 失 くし て,花に亡霊,ヨルシカ
言葉 も 全部 忘れ て,花に亡霊,ヨルシカ
君 は 笑っ てる,花に亡霊,ヨルシカ
夏 を 待っ て いる 僕ら 亡霊 だ,花に亡霊,ヨルシカ
心 を もっと 教え て,花に亡霊,ヨルシカ
夏 の 匂い を 教え て,花に亡霊,ヨルシカ
浅い 呼吸 を する,花に亡霊,ヨルシカ
忘れ ない よう に,花に亡霊,ヨルシカ
色褪せ ない よう に,花に亡霊,ヨルシカ
心 に 響く もの が 全て じゃ ない から,花に亡霊,ヨルシカ
言葉 を もっと 教え て,花に亡霊,ヨルシカ
さよなら だって 教え て,花に亡霊,ヨルシカ
今 も 見る ん だ よ,花に亡霊,ヨルシカ
夏 に 咲い てる 花 に 亡霊 を,花に亡霊,ヨルシカ
言葉 じゃ なく て 時間 を,花に亡霊,ヨルシカ
時間 じゃ なく て 心 を,花に亡霊,ヨルシカ
浅い 呼吸 を する 、 汗 を 拭っ て 夏めく,花に亡霊,ヨルシカ
夏 の 匂い が する,花に亡霊,ヨルシカ
もう 忘れ て しまっ た か な,花に亡霊,ヨルシカ
夏 の 木陰 に 座っ た まま 、 氷菓 を 口 に 放り込ん で 風 を 待っ て い た,花に亡霊,ヨルシカ
高架 橋 を 抜け たら 雲 の 隙間 に 青 が 覗い た,春泥棒,ヨルシカ
最近 どうも 暑い から ただ 風 が 吹く の を 待っ て た,春泥棒,ヨルシカ
木陰 に 座る,春泥棒,ヨルシカ
何 か 頬 に 付く,春泥棒,ヨルシカ
見上げれ ば 頭上 に 咲い て 散る,春泥棒,ヨルシカ
はら り 、 僕ら もう 息 も 忘れ て,春泥棒,ヨルシカ
瞬き さえ 億劫,春泥棒,ヨルシカ
さぁ 、 今日 さえ 明日 過去 に 変わる,春泥棒,ヨルシカ
ただ 風 を 待つ,春泥棒,ヨルシカ
だから 僕ら もう 声 も 忘れ て,春泥棒,ヨルシカ
さよなら さえ 億劫,春泥棒,ヨルシカ
ただ 花 が 降る だけ 晴れ り,春泥棒,ヨルシカ
今 、 春 吹雪,春泥棒,ヨルシカ
次 の 日 も 待ち合わせ,春泥棒,ヨルシカ
花見 の 客 も 少なく なっ た,春泥棒,ヨルシカ
春 の 匂い は もう 止む,春泥棒,ヨルシカ
今年 も 夏 が 来る の か,春泥棒,ヨルシカ
高架 橋 を 抜け たら 道 の 先 に 君 が 覗い た,春泥棒,ヨルシカ
残り は どれ だけ か な,春泥棒,ヨルシカ
どれ だけ 春 に 会える だろ う,春泥棒,ヨルシカ
川 沿い の 丘 、 木陰 に 座る,春泥棒,ヨルシカ
また 昨日 と 変わら ず 今日 も 咲く 花 に 、,春泥棒,ヨルシカ
僕ら もう 息 も 忘れ て,春泥棒,ヨルシカ
瞬き さえ 億劫,春泥棒,ヨルシカ
花 散ら せ 今 吹く この 嵐 は,春泥棒,ヨルシカ
まさに 春泥 棒,春泥棒,ヨルシカ
風 に 今日 も もう 時 が 流れ て,春泥棒,ヨルシカ
立つ こと さえ 億劫,春泥棒,ヨルシカ
花 の 隙間 に 空 、 散れ り,春泥棒,ヨルシカ
まだ 、 春 吹雪,春泥棒,ヨルシカ
今日 も 会い に 行く,春泥棒,ヨルシカ
木陰 に 座る,春泥棒,ヨルシカ
溜息 を 吐く,春泥棒,ヨルシカ
花 も もう 終わる,春泥棒,ヨルシカ
明日 も 会い に 行く,春泥棒,ヨルシカ
春 が もう 終わる,春泥棒,ヨルシカ
名 残る よう に 時間 が 散っ て いく,春泥棒,ヨルシカ
愛 を 歌え ば 言葉 足らず,春泥棒,ヨルシカ
踏む 韻 さえ 億劫,春泥棒,ヨルシカ
花開い た 今 を 言葉 如き が 語れる もの か,春泥棒,ヨルシカ
はら り 、 僕ら もう 声 も 忘れ て,春泥棒,ヨルシカ
瞬き さえ 億劫,春泥棒,ヨルシカ
花見 は 僕ら だけ,春泥棒,ヨルシカ
散る な まだ 、 春 吹雪,春泥棒,ヨルシカ
あと もう少し だけ,春泥棒,ヨルシカ
もう 数え られる だけ,春泥棒,ヨルシカ
あと 花 二つ だけ,春泥棒,ヨルシカ
もう 花 一つ だけ,春泥棒,ヨルシカ
ただ 葉 が 残る だけ 、 はら り,春泥棒,ヨルシカ
今 、 春 仕舞い,春泥棒,ヨルシカ
貴方 は 風 の よう に,晴る,ヨルシカ
目 を 閉じ て は 夕暮れ,晴る,ヨルシカ
何 を 思っ て いる ん だろ う か,晴る,ヨルシカ
目 蓋 を 開い て い た,晴る,ヨルシカ
貴方 の 目 は ビイドロ,晴る,ヨルシカ
少し だけ 晴 る の 匂い が し た,晴る,ヨルシカ
晴れ に 晴れ 、 花 よ 咲け,晴る,ヨルシカ
咲い て 晴 る の せい,晴る,ヨルシカ
降り 止め ば 雨 で さえ,晴る,ヨルシカ
貴方 を 飾る 晴 る,晴る,ヨルシカ
胸 を 打つ 音 よ 凪げ,晴る,ヨルシカ
僕ら 晴 る 風,晴る,ヨルシカ
あの 雲 も 越え て ゆけ,晴る,ヨルシカ
遠く まだ 遠く まで,晴る,ヨルシカ
貴方 は 晴れ 模様 に,晴る,ヨルシカ
目 を 閉じ て は 青色,晴る,ヨルシカ
何 が 悲しい の だろ う か,晴る,ヨルシカ
目 蓋 を 開い て いる,晴る,ヨルシカ
貴方 の 目 に ビイドロ,晴る,ヨルシカ
今 少し 雨 の 匂い が し た,晴る,ヨルシカ
泣き に 泣け 、 空 よ 泣け,晴る,ヨルシカ
泣い て 雨 の せい,晴る,ヨルシカ
降り頻る 雨 で さえ,晴る,ヨルシカ
雲の上 で は 晴 る,晴る,ヨルシカ
土 を 打つ 音 よ 鳴れ,晴る,ヨルシカ
僕ら 春 荒れ,晴る,ヨルシカ
あの 海 も 越え て ゆく,晴る,ヨルシカ
遠く まだ 遠く まで,晴る,ヨルシカ
通り雨 草 を 靡か せ,晴る,ヨルシカ
羊 雲 あれ も 春 の せい,晴る,ヨルシカ
風 の よう 胸 に 春 乗せ,晴る,ヨルシカ
晴 る を 待つ,晴る,ヨルシカ
晴れ に 晴れ 、 空 よ 裂け,晴る,ヨルシカ
裂い て 春 の せい,晴る,ヨルシカ
降り 止め ば 雨 で さえ,晴る,ヨルシカ
貴方 を 飾る 晴 る,晴る,ヨルシカ
胸 を 打つ 音 奏 で,晴る,ヨルシカ
僕ら 春風,晴る,ヨルシカ
音 に 聞く 晴 る の 風,晴る,ヨルシカ
さぁ この 歌 よ 凪げ ！,晴る,ヨルシカ
晴れ に 晴れ 、 花 よ 咲け,晴る,ヨルシカ
咲い て 春 の せい,晴る,ヨルシカ
あの 雲 も 越え て ゆけ,晴る,ヨルシカ
遠く まだ 遠く まで,晴る,ヨルシカ
